id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source,created_at,user_geom
58820,Victoria,Brewer,victoriabrewer@example.com,22,F,Alabama,536 Lee Plaza,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2021-06-03 11:03:00.000000 UTC,POINT(-86.21682948 32.27384604)
83525,Pamela,Hodge,pamelahodge@example.com,45,F,Alabama,832 Dawn Square Apt. 974,36116,Montgomery,United States,32.27384604,-86.21682948,Search,2019-08-25 16:01:00.000000 UTC,POINT(-86.21682948 32.27384604)
39302,Robert,Mcdonald,robertmcdonald@example.com,59,M,Alabama,856 Kimberly Prairie Suite 823,36117,Montgomery,United States,32.37757019,-86.14394477,Search,2022-04-26 18:18:00.000000 UTC,POINT(-86.14394477 32.37757019)
76170,Jennifer,Jennings,jenniferjennings@example.com,45,F,Alabama,019 Jeremy Burgs,36117,Montgomery,United States,32.37757019,-86.14394477,Search,2019-04-19 15:48:00.000000 UTC,POINT(-86.14394477 32.37757019)
89813,Carlos,Richmond,carlosrichmond@example.org,56,M,Alabama,2801 Brown Parks,36117,Montgomery,United States,32.37757019,-86.14394477,Search,2020-11-04 10:49:00.000000 UTC,POINT(-86.14394477 32.37757019)
11174,Anthony,Lowe,anthonylowe@example.com,52,M,Alabama,7066 Brown Trail Suite 528,36117,Montgomery,United States,32.37757019,-86.14394477,Display,2022-09-29 02:38:00.000000 UTC,POINT(-86.14394477 32.37757019)
37332,Paul,Cardenas,paulcardenas@example.com,33,M,Alabama,429 Gina Prairie,36117,Montgomery,United States,32.37757019,-86.14394477,Organic,2019-10-11 12:26:00.000000 UTC,POINT(-86.14394477 32.37757019)
61540,Robert,Harris,robertharris@example.net,42,M,Alabama,95200 Thomas Road,36117,Montgomery,United States,32.37757019,-86.14394477,Search,2021-10-24 05:27:00.000000 UTC,POINT(-86.14394477 32.37757019)
19328,Brandon,Ward,brandonward@example.com,29,M,Alabama,329 Laura Expressway,36117,Montgomery,United States,32.37757019,-86.14394477,Organic,2020-09-14 12:30:00.000000 UTC,POINT(-86.14394477 32.37757019)
74283,Sarah,Gates,sarahgates@example.com,25,F,Alabama,41428 Robertson Canyon Apt. 792,36117,Montgomery,United States,32.37757019,-86.14394477,Search,2022-10-10 16:46:00.000000 UTC,POINT(-86.14394477 32.37757019)
68404,Chris,Turner,christurner@example.net,40,M,Alabama,4903 Wright Circles,35160,Talladega,United States,33.36698997,-86.09699412,Display,2022-09-11 17:23:00.000000 UTC,POINT(-86.09699412 33.36698997)
8882,Paul,Nash,paulnash@example.com,53,M,Alabama,187 Bonnie Tunnel,35160,Talladega,United States,33.36698997,-86.09699412,Search,2023-08-11 14:55:00.000000 UTC,POINT(-86.09699412 33.36698997)
26686,Shawn,Keller,shawnkeller@example.com,29,M,Alabama,5878 Hall Islands Apt. 992,36330,Enterprise,United States,31.32302754,-85.84941899,Search,2021-09-22 03:18:00.000000 UTC,POINT(-85.84941899 31.32302754)
29032,Wendy,Mccall,wendymccall@example.com,32,F,Alabama,11927 Jackson Pass,36330,Enterprise,United States,31.32302754,-85.84941899,Search,2020-09-15 12:58:00.000000 UTC,POINT(-85.84941899 31.32302754)
92379,Edward,Cox,edwardcox@example.com,49,M,Alabama,77612 Perez Meadows Apt. 385,36330,Enterprise,United States,31.32302754,-85.84941899,Email,2025-01-19 03:49:00.000000 UTC,POINT(-85.84941899 31.32302754)
45540,Christopher,Chapman,christopherchapman@example.com,54,M,Alabama,015 Bowen Flats,36832,Auburn,United States,32.59645172,-85.5852565,Search,2020-11-09 10:59:00.000000 UTC,POINT(-85.5852565 32.59645172)
46746,Eric,Sharp,ericsharp@example.net,34,M,Alabama,0864 Alicia Tunnel Suite 155,36832,Auburn,United States,32.59645172,-85.5852565,Organic,2025-01-09 15:05:00.000000 UTC,POINT(-85.5852565 32.59645172)
34897,Joseph,Fernandez,josephfernandez@example.net,68,M,Alabama,509 Scott Manor,36830,Auburn,United States,32.49711846,-85.48309708,Organic,2023-11-26 10:28:00.000000 UTC,POINT(-85.48309708 32.49711846)
91947,Wendy,Olson,wendyolson@example.net,59,F,Alabama,77947 Sharon Stravenue Suite 802,36830,Auburn,United States,32.49711846,-85.48309708,Search,2019-12-18 13:22:00.000000 UTC,POINT(-85.48309708 32.49711846)
23397,Andrew,Pratt,andrewpratt@example.net,15,M,Alabama,855 Natasha Orchard,36830,Auburn,United States,32.49711846,-85.48309708,Email,2020-11-27 14:39:00.000000 UTC,POINT(-85.48309708 32.49711846)
57316,Ricky,Johnston,rickyjohnston@example.com,62,M,Alabama,702 Ortega Tunnel Suite 037,36830,Auburn,United States,32.49711846,-85.48309708,Search,2024-04-01 16:05:00.000000 UTC,POINT(-85.48309708 32.49711846)
90612,Richard,Weaver,richardweaver@example.com,25,M,Alabama,937 Smith Passage Suite 966,36830,Auburn,United States,32.49711846,-85.48309708,Display,2025-02-14 00:35:00.000000 UTC,POINT(-85.48309708 32.49711846)
82773,Kimberly,Alvarez,kimberlyalvarez@example.org,13,F,Alabama,3434 Ellis Turnpike,36301,Dothan,United States,31.14297987,-85.40193755,Search,2023-12-31 00:01:00.000000 UTC,POINT(-85.40193755 31.14297987)
30212,Michael,Wallace,michaelwallace@example.net,31,M,Alabama,255 Carl Run Apt. 258,36301,Dothan,United States,31.14297987,-85.40193755,Search,2019-04-01 16:59:00.000000 UTC,POINT(-85.40193755 31.14297987)
27014,Rachel,Bush,rachelbush@example.net,15,F,Alabama,4869 Rogers Estate Apt. 736,36301,Dothan,United States,31.14297987,-85.40193755,Search,2019-06-18 02:52:00.000000 UTC,POINT(-85.40193755 31.14297987)
51294,Wayne,Lyons,waynelyons@example.com,60,M,Alabama,3668 Felicia Shores Apt. 919,36301,Dothan,United States,31.14297987,-85.40193755,Search,2020-05-28 14:43:00.000000 UTC,POINT(-85.40193755 31.14297987)
28051,Joseph,Hodges,josephhodges@example.net,56,M,Alabama,157 Sellers Camp,36801,Opelika,United States,32.69974898,-85.39264715,Email,2024-12-20 03:26:00.000000 UTC,POINT(-85.39264715 32.69974898)
45616,Samantha,Tran,samanthatran@example.net,51,F,Alabama,15820 Brooke Wall Apt. 155,36801,Opelika,United States,32.69974898,-85.39264715,Facebook,2020-09-28 16:21:00.000000 UTC,POINT(-85.39264715 32.69974898)
20716,Angela,Sanders,angelasanders@example.com,15,F,Alabama,753 Christina Fords Apt. 788,36303,Dothan,United States,31.26334993,-85.3911132,Search,2025-01-12 13:29:00.000000 UTC,POINT(-85.3911132 31.26334993)
25521,Meghan,Salazar,meghansalazar@example.net,43,F,Alabama,726 Wilkerson Springs Apt. 156,36303,Dothan,United States,31.26334993,-85.3911132,Search,2021-06-05 08:33:00.000000 UTC,POINT(-85.3911132 31.26334993)
96328,Lisa,Kelly,lisakelly@example.com,31,F,Alagoas,60632 Sharon Shoal Suite 606,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2025-02-06 00:19:00.000000 UTC,POINT(-38.04987492 -9.399166826)
12112,Kayla,Chambers,kaylachambers@example.net,24,F,Alagoas,18900 Heidi Walks Apt. 656,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2022-07-25 03:52:00.000000 UTC,POINT(-38.04987492 -9.399166826)
4838,Eric,Anderson,ericanderson@example.net,19,M,Alagoas,398 Daniel Ramp Suite 262,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Facebook,2024-07-25 00:29:00.000000 UTC,POINT(-38.04987492 -9.399166826)
52058,Sara,Wood,sarawood@example.org,31,F,Alagoas,235 Martin Via Apt. 380,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2024-03-11 12:24:00.000000 UTC,POINT(-38.04987492 -9.399166826)
40164,James,Thomas,jamesthomas@example.com,27,M,Alagoas,855 Angel Place Suite 992,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2020-08-02 15:18:00.000000 UTC,POINT(-38.04987492 -9.399166826)
36556,Rachel,Ruiz,rachelruiz@example.org,16,F,Alagoas,09036 Stevens Walk Suite 290,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2024-01-21 06:38:00.000000 UTC,POINT(-38.04987492 -9.399166826)
96674,Elizabeth,Williams,elizabethwilliams@example.net,30,F,Alagoas,522 Laura Stravenue Suite 258,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2021-10-05 11:19:00.000000 UTC,POINT(-38.04987492 -9.399166826)
95554,Todd,Miller,toddmiller@example.net,15,M,Alagoas,88161 Gates Fork,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2023-02-08 18:50:00.000000 UTC,POINT(-38.04987492 -9.399166826)
40648,Stephanie,Spencer,stephaniespencer@example.org,20,F,Alagoas,229 David Greens,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Organic,2021-05-14 13:24:00.000000 UTC,POINT(-38.04987492 -9.399166826)
31689,Rhonda,Green,rhondagreen@example.com,62,F,Alagoas,20798 Coleman Isle,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Email,2019-12-24 17:04:00.000000 UTC,POINT(-38.04987492 -9.399166826)
88660,Jill,Ross,jillross@example.net,19,F,Alagoas,723 Calvin Crest Apt. 608,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Email,2019-04-24 01:01:00.000000 UTC,POINT(-38.04987492 -9.399166826)
37500,Raymond,Allen,raymondallen@example.com,41,M,Alagoas,2781 Walton Lane Apt. 919,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2023-05-03 12:59:00.000000 UTC,POINT(-38.04987492 -9.399166826)
72555,Yolanda,Guzman,yolandaguzman@example.org,50,F,Alagoas,260 Lester Camp Suite 516,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Organic,2019-08-28 04:39:00.000000 UTC,POINT(-38.04987492 -9.399166826)
92926,Cory,Fisher,coryfisher@example.com,49,M,Alagoas,136 James Mountain,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Facebook,2021-01-14 15:20:00.000000 UTC,POINT(-38.04987492 -9.399166826)
10594,Anthony,White,anthonywhite@example.com,59,M,Alagoas,58401 Michael Plaza Apt. 759,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2019-01-18 06:39:00.000000 UTC,POINT(-38.04987492 -9.399166826)
7000,Earl,Clark,earlclark@example.org,64,M,Alagoas,435 Carol Summit Suite 503,57480-000,Lagoinha,Brasil,-9.399166826,-38.04987492,Search,2020-05-10 12:23:00.000000 UTC,POINT(-38.04987492 -9.399166826)
92542,Phillip,Pitts,phillippitts@example.net,34,M,Alagoas,92239 Burch Trail,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2020-07-08 14:33:00.000000 UTC,POINT(-37.49498126 -9.531928628)
39059,Jeremy,Thompson,jeremythompson@example.com,64,M,Alagoas,0908 Brenda Stream,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2021-10-16 03:06:00.000000 UTC,POINT(-37.49498126 -9.531928628)
96669,John,Banks,johnbanks@example.com,58,M,Alagoas,38474 Dawn Radial Suite 937,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2022-09-07 02:28:00.000000 UTC,POINT(-37.49498126 -9.531928628)
16975,Richard,Vazquez,richardvazquez@example.org,44,M,Alagoas,368 Schneider Stream,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2021-03-08 12:23:00.000000 UTC,POINT(-37.49498126 -9.531928628)
57849,Diana,Taylor,dianataylor@example.com,40,F,Alagoas,11603 Holmes Neck,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2019-05-01 12:41:00.000000 UTC,POINT(-37.49498126 -9.531928628)
85935,Suzanne,Gardner,suzannegardner@example.org,20,F,Alagoas,9741 Davis Port Apt. 063,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2022-10-09 09:11:00.000000 UTC,POINT(-37.49498126 -9.531928628)
53273,Michael,Willis,michaelwillis@example.org,12,M,Alagoas,5141 Rodriguez Oval,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2019-07-16 16:38:00.000000 UTC,POINT(-37.49498126 -9.531928628)
94417,Patricia,Smith,patriciasmith@example.net,38,F,Alagoas,37546 Raymond Meadows Apt. 624,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Organic,2023-11-09 07:24:00.000000 UTC,POINT(-37.49498126 -9.531928628)
46190,Jessica,Gross,jessicagross@example.org,28,F,Alagoas,390 Chad Islands Apt. 401,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2019-05-28 18:23:00.000000 UTC,POINT(-37.49498126 -9.531928628)
9210,Judy,Ward,judyward@example.net,63,F,Alagoas,5208 Frank Plaza,57445-000,São José da Tapera,Brasil,-9.531928628,-37.49498126,Search,2022-09-18 10:55:00.000000 UTC,POINT(-37.49498126 -9.531928628)
68523,Leon,Howe,leonhowe@example.com,21,M,Alagoas,998 Derek Forest,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2024-07-02 17:34:00.000000 UTC,POINT(-37.210821 -9.35840959)
58680,Marvin,Bush,marvinbush@example.net,34,M,Alagoas,625 David Pine,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Facebook,2021-09-16 03:40:00.000000 UTC,POINT(-37.210821 -9.35840959)
96904,Darren,Cook,darrencook@example.com,25,M,Alagoas,19450 Foster Mountain Suite 333,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2024-05-26 18:13:00.000000 UTC,POINT(-37.210821 -9.35840959)
39794,Adrian,Mullins,adrianmullins@example.com,54,M,Alagoas,1811 Kelly Prairie,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2024-12-05 15:32:00.000000 UTC,POINT(-37.210821 -9.35840959)
15853,Lindsay,Adams,lindsayadams@example.org,31,F,Alagoas,81489 Young Dam Apt. 180,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2023-12-05 17:23:00.000000 UTC,POINT(-37.210821 -9.35840959)
87479,Kristin,Ford,kristinford@example.com,44,F,Alagoas,7731 Aguilar Cliff,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2023-10-22 09:57:00.000000 UTC,POINT(-37.210821 -9.35840959)
14569,Denise,Parker,deniseparker@example.net,21,F,Alagoas,328 Graham Trace,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Organic,2019-05-09 00:30:00.000000 UTC,POINT(-37.210821 -9.35840959)
56392,Angela,Baker,angelabaker@example.org,59,F,Alagoas,806 Allen Heights,57500-000,Santana do Ipanema,Brasil,-9.35840959,-37.210821,Search,2025-06-03 16:39:00.000000 UTC,POINT(-37.210821 -9.35840959)
52041,Maria,Barnes,mariabarnes@example.org,21,F,Alagoas,2495 Perez Row,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2019-08-28 01:38:00.000000 UTC,POINT(-36.84902335 -9.789232303)
95160,David,Moore,davidmoore@example.com,51,M,Alagoas,3476 Diaz Square Suite 903,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2023-05-29 00:24:00.000000 UTC,POINT(-36.84902335 -9.789232303)
17405,Jason,Miller,jasonmiller@example.net,41,M,Alagoas,2815 Brett Overpass,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2019-09-10 06:47:00.000000 UTC,POINT(-36.84902335 -9.789232303)
75973,Robert,Jenkins,robertjenkins@example.org,14,M,Alagoas,387 Alicia Points Suite 046,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2023-09-05 00:00:00.000000 UTC,POINT(-36.84902335 -9.789232303)
38925,Theodore,Brown,theodorebrown@example.org,62,M,Alagoas,0651 Timothy Estates Apt. 653,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2021-02-18 11:29:00.000000 UTC,POINT(-36.84902335 -9.789232303)
7498,Stephen,Chan,stephenchan@example.net,54,M,Alagoas,35755 Christian Hollow,57360-000,null,Brasil,-9.789232303,-36.84902335,Organic,2022-04-01 00:50:00.000000 UTC,POINT(-36.84902335 -9.789232303)
40469,Robert,Franklin,robertfranklin@example.org,65,M,Alagoas,5260 Fletcher Mews Suite 655,57360-000,null,Brasil,-9.789232303,-36.84902335,Facebook,2024-09-28 00:43:00.000000 UTC,POINT(-36.84902335 -9.789232303)
71940,Katrina,Carroll,katrinacarroll@example.net,47,F,Alagoas,254 Ross Ramp,57360-000,null,Brasil,-9.789232303,-36.84902335,Search,2019-09-02 07:20:00.000000 UTC,POINT(-36.84902335 -9.789232303)
53520,Marvin,Colon,marvincolon@example.org,36,M,Alagoas,30467 Alexander Trail Suite 057,57360-000,null,Brasil,-9.789232303,-36.84902335,Facebook,2023-03-11 01:18:00.000000 UTC,POINT(-36.84902335 -9.789232303)
10880,Xavier,Holmes,xavierholmes@example.org,40,M,Alagoas,80080 Ellis Bypass Suite 356,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Display,2022-03-18 15:46:00.000000 UTC,POINT(-36.48241565 -10.23130153)
73460,David,Rodriguez,davidrodriguez@example.org,26,M,Alagoas,77147 Ashley Tunnel Suite 870,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Facebook,2021-09-20 10:02:00.000000 UTC,POINT(-36.48241565 -10.23130153)
13145,Crystal,Powell,crystalpowell@example.net,33,F,Alagoas,6039 Hunter Flat Apt. 145,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2019-11-05 14:37:00.000000 UTC,POINT(-36.48241565 -10.23130153)
88016,Timothy,Charles,timothycharles@example.net,47,M,Alagoas,9048 Berry Walk,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2024-03-23 16:04:00.000000 UTC,POINT(-36.48241565 -10.23130153)
51643,Christopher,Peterson,christopherpeterson@example.net,68,M,Alagoas,0661 Christopher Squares,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2025-02-05 15:14:00.000000 UTC,POINT(-36.48241565 -10.23130153)
69183,Alexander,Patton,alexanderpatton@example.com,24,M,Alagoas,4638 Anne Vista Apt. 591,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2023-04-09 16:25:00.000000 UTC,POINT(-36.48241565 -10.23130153)
42173,Tyler,Fernandez,tylerfernandez@example.com,23,M,Alagoas,82729 Wilkins Falls Apt. 842,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2025-06-19 18:47:08.775287 UTC,POINT(-36.48241565 -10.23130153)
92143,April,Williams,aprilwilliams@example.net,56,F,Alagoas,14433 Martinez Parkway,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2021-12-19 16:35:00.000000 UTC,POINT(-36.48241565 -10.23130153)
33500,Leslie,Golden,lesliegolden@example.net,59,F,Alagoas,7892 Alexandria Lodge,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2022-10-22 12:43:00.000000 UTC,POINT(-36.48241565 -10.23130153)
73425,Sara,Mayer,saramayer@example.com,27,F,Alagoas,942 Greg Fields,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2021-01-13 09:25:00.000000 UTC,POINT(-36.48241565 -10.23130153)
32557,Michelle,Winters,michellewinters@example.org,27,F,Alagoas,08513 Samantha Dam Apt. 178,57200-000,Penedo,Brasil,-10.23130153,-36.48241565,Search,2024-07-09 02:26:00.000000 UTC,POINT(-36.48241565 -10.23130153)
98915,Kevin,Carter,kevincarter@example.org,20,M,Alagoas,277 Perkins Knolls Suite 966,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Organic,2019-09-15 14:36:00.000000 UTC,POINT(-36.37153621 -9.964312128)
50816,Jessica,Wise,jessicawise@example.org,31,F,Alagoas,195 Samantha Villages,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2021-04-04 18:00:00.000000 UTC,POINT(-36.37153621 -9.964312128)
13344,Kenneth,Hardy,kennethhardy@example.org,51,M,Alagoas,1016 Jacobs Drive,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Organic,2024-11-20 10:58:00.000000 UTC,POINT(-36.37153621 -9.964312128)
39356,Russell,Rosario,russellrosario@example.org,18,M,Alagoas,62154 Schultz Viaduct,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Facebook,2019-08-26 13:55:00.000000 UTC,POINT(-36.37153621 -9.964312128)
42559,Christopher,Blackwell,christopherblackwell@example.net,38,M,Alagoas,3278 Hardin Lake Suite 541,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2022-10-17 18:34:00.000000 UTC,POINT(-36.37153621 -9.964312128)
50378,Wendy,Fields,wendyfields@example.org,65,F,Alagoas,93555 Miller Knoll Apt. 480,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2022-01-18 04:46:00.000000 UTC,POINT(-36.37153621 -9.964312128)
26732,Amanda,Miller,amandamiller@example.org,41,F,Alagoas,9132 Sally Ports,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2022-01-11 06:36:00.000000 UTC,POINT(-36.37153621 -9.964312128)
73412,Alexander,Gibson,alexandergibson@example.net,18,M,Alagoas,33985 Wade Alley Apt. 596,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2024-02-24 03:27:00.000000 UTC,POINT(-36.37153621 -9.964312128)
45655,Jason,Johnson,jasonjohnson@example.org,23,M,Alagoas,12393 Harris Circle,57265-000,Teotônio Vilela,Brasil,-9.964312128,-36.37153621,Search,2019-04-16 13:13:00.000000 UTC,POINT(-36.37153621 -9.964312128)
97582,Emily,Houston,emilyhouston@example.org,18,F,Alagoas,287 Wilkins Trafficway Apt. 371,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2023-06-06 14:44:00.000000 UTC,POINT(-36.28838215 -9.804009564)
48345,Dennis,Miller,dennismiller@example.net,56,M,Alagoas,602 David Park Suite 211,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2024-08-09 13:32:00.000000 UTC,POINT(-36.28838215 -9.804009564)
37086,James,Reed,jamesreed@example.net,50,M,Alagoas,7415 Trevino Road Apt. 885,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Organic,2020-02-18 18:00:00.000000 UTC,POINT(-36.28838215 -9.804009564)
28817,Crystal,Walters,crystalwalters@example.net,55,F,Alagoas,9824 Smith Falls Suite 581,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Display,2019-09-05 06:39:00.000000 UTC,POINT(-36.28838215 -9.804009564)
44715,Joshua,Davis,joshuadavis@example.org,13,M,Alagoas,862 Sean Glens Apt. 350,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2022-02-17 08:43:00.000000 UTC,POINT(-36.28838215 -9.804009564)
91991,Alex,Nolan,alexnolan@example.com,69,M,Alagoas,0745 Ramirez Prairie,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2025-01-18 13:18:00.000000 UTC,POINT(-36.28838215 -9.804009564)
7858,Valerie,Brown,valeriebrown@example.org,63,F,Alagoas,94332 Cruz Village,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Display,2019-01-07 02:03:00.000000 UTC,POINT(-36.28838215 -9.804009564)
13553,Robin,Scott,robinscott@example.net,25,F,Alagoas,432 Peterson Burg,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2019-03-01 05:42:00.000000 UTC,POINT(-36.28838215 -9.804009564)
41372,Samantha,Jacobs,samanthajacobs@example.org,59,F,Alagoas,4862 Amy Greens,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2024-11-06 14:44:00.000000 UTC,POINT(-36.28838215 -9.804009564)
18953,Ricardo,Boyd,ricardoboyd@example.net,65,M,Alagoas,2223 Grimes Rue Suite 081,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Organic,2025-04-06 03:44:00.000000 UTC,POINT(-36.28838215 -9.804009564)
34624,John,Vega,johnvega@example.org,43,M,Alagoas,0896 Christopher Orchard,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2022-01-01 07:46:00.000000 UTC,POINT(-36.28838215 -9.804009564)
38650,Melissa,Walker,melissawalker@example.com,26,F,Alagoas,4366 Amber Drive,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Organic,2019-03-13 10:27:00.000000 UTC,POINT(-36.28838215 -9.804009564)
88129,Dawn,Morgan,dawnmorgan@example.net,33,F,Alagoas,21237 Carroll Stravenue Apt. 631,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Email,2021-09-17 04:52:00.000000 UTC,POINT(-36.28838215 -9.804009564)
26372,Michael,Trujillo,michaeltrujillo@example.org,31,M,Alagoas,202 Anna Cliff,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2019-10-18 05:12:00.000000 UTC,POINT(-36.28838215 -9.804009564)
11375,Michelle,Ferguson,michelleferguson@example.org,28,F,Alagoas,807 Sharon Crossroad,57250-000,Campo Alegre,Brasil,-9.804009564,-36.28838215,Search,2023-03-06 01:34:00.000000 UTC,POINT(-36.28838215 -9.804009564)
66050,Renee,Wiggins,reneewiggins@example.org,66,F,Alagoas,663 Kyle Via,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Organic,2021-04-16 12:12:00.000000 UTC,POINT(-36.23270508 -10.08503535)
59060,Valerie,Chavez,valeriechavez@example.org,67,F,Alagoas,2945 Bonilla Plaza,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Facebook,2020-01-03 07:23:00.000000 UTC,POINT(-36.23270508 -10.08503535)
78174,Richard,Smith,richardsmith@example.net,45,M,Alagoas,456 Lewis Tunnel,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2019-05-21 18:40:00.000000 UTC,POINT(-36.23270508 -10.08503535)
52015,Taylor,Ward,taylorward@example.org,16,F,Alagoas,2551 Kelly Locks,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Organic,2025-01-18 16:16:00.000000 UTC,POINT(-36.23270508 -10.08503535)
14798,Michael,Norris,michaelnorris@example.net,68,M,Alagoas,4258 Erica Lakes Apt. 588,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2020-09-23 04:27:00.000000 UTC,POINT(-36.23270508 -10.08503535)
83244,Aaron,Johnson,aaronjohnson@example.net,49,M,Alagoas,367 Reid Plaza,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2025-06-17 19:32:28.790826 UTC,POINT(-36.23270508 -10.08503535)
74429,Derek,Blevins,derekblevins@example.org,65,M,Alagoas,69230 Paul Springs Apt. 193,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Facebook,2019-11-04 16:04:00.000000 UTC,POINT(-36.23270508 -10.08503535)
87055,Suzanne,Williams,suzannewilliams@example.com,47,F,Alagoas,63085 Schwartz Hill Suite 729,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2025-04-22 18:43:00.000000 UTC,POINT(-36.23270508 -10.08503535)
8594,Barbara,Hayes,barbarahayes@example.net,45,F,Alagoas,5619 Melissa Lane Suite 756,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Facebook,2021-06-11 09:20:00.000000 UTC,POINT(-36.23270508 -10.08503535)
39385,Paul,Cole,paulcole@example.org,16,M,Alagoas,863 Wolfe Mission Apt. 731,57230-000,Coruripe,Brasil,-10.08503535,-36.23270508,Search,2020-02-14 03:40:00.000000 UTC,POINT(-36.23270508 -10.08503535)
